# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 5626637729
#
# Overhead  Command       Shared Object                Symbol                              
# ........  ............  ...........................  ....................................
#
    56.77%  rte-worker-2  nflr                         [.] interval_tree_rtc
    11.58%  rte-worker-2  libc-2.31.so                 [.] __memcmp_avx2_movbe
    10.45%  rte-worker-2  nflr                         [.] worker_fsm_amac_thread
     7.54%  rte-worker-2  librte_hash.so.23.0          [.] __rte_hash_lookup_with_hash
     5.11%  rte-worker-2  nflr                         [.] cuckoo_hash_rtc
     1.21%  rte-worker-2  librte_net_mlx5.so.23.0      [.] rxq_cq_decompress_v
     1.06%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_tx_burst_none_empw
     0.96%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_rx_burst_vec
     0.88%  rte-worker-2  nflr                         [.] rte_jhash
     0.78%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_tx_handle_completion
     0.57%  rte-worker-2  nflr                         [.] send_packet
     0.54%  rte-worker-2  nflr                         [.] upf_encapsulate
     0.30%  rte-worker-2  librte_net_mlx5.so.23.0      [.] rxq_cq_process_v
     0.15%  rte-worker-2  [kernel.kallsyms]            [k] rcu_sched_clock_irq
     0.13%  rte-worker-2  [kernel.kallsyms]            [k] update_fast_timekeeper
     0.13%  rte-worker-2  [kernel.kallsyms]            [k] _raw_spin_lock_irqsave
     0.13%  rte-worker-2  [kernel.kallsyms]            [k] perf_event_task_tick
     0.13%  rte-worker-2  nflr                         [.] 0x00000000000046a0
     0.12%  rte-worker-2  librte_hash.so.23.0          [.] rte_hash_lookup
     0.10%  rte-worker-2  [kernel.kallsyms]            [k] hrtimer_active
     0.09%  rte-worker-2  [kernel.kallsyms]            [k] update_curr
     0.07%  rte-worker-2  [kernel.kallsyms]            [k] task_tick_fair
     0.07%  rte-worker-2  [kernel.kallsyms]            [k] update_vsyscall
     0.07%  rte-worker-2  [kernel.kallsyms]            [k] update_process_times
     0.06%  rte-worker-2  [kernel.kallsyms]            [k] _raw_spin_lock
     0.06%  rte-worker-2  [kernel.kallsyms]            [k] native_queued_spin_lock_slowpath
     0.06%  rte-worker-2  [kernel.kallsyms]            [k] __update_load_avg_cfs_rq
     0.06%  rte-worker-2  librte_hash.so.23.0          [.] rte_hash_hash
     0.06%  rte-worker-2  [kernel.kallsyms]            [k] tick_do_update_jiffies64
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] __accumulate_pelt_segments
     0.04%  rte-worker-2  librte_mempool_ring.so.23.0  [.] common_ring_mc_dequeue
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] update_cfs_group
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] native_read_msr
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] __update_load_avg_se
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] update_load_avg
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] __acct_update_integrals
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] timekeeping_advance
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] hrtimer_run_queues
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] rcu_segcblist_ready_cbs
     0.03%  rte-worker-2  librte_hash.so.23.0          [.] 0x0000000000002310
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] reweight_entity
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] decay_load
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] read_tsc
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] tick_sched_do_timer
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] pvclock_gtod_notify
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] account_user_time
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] cpuacct_charge
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] __next_base
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] perf_pmu_disable.part.0
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] tick_sched_handle.isra.0
     0.01%  rte-worker-2  ld-2.31.so                   [.] __tls_get_addr
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] scheduler_tick
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] native_write_msr
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] __softirqentry_text_start
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] update_min_vruntime
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] __remove_hrtimer
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] timekeeping_update
     0.00%  perf          [kernel.kallsyms]            [k] __virt_addr_valid
     0.00%  perf          [kernel.kallsyms]            [k] flush_tlb_one_kernel
     0.00%  perf          [kernel.kallsyms]            [k] perf_event_nmi_handler
     0.00%  perf          [kernel.kallsyms]            [k] native_write_msr


#
# (Cannot load tips.txt file, please install perf!)
#
